,image,label
17,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/e506fe8d-3e2c-460a-b37b-8e6a4914a55a.jpg,dyed-lifted-polyps
18,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/462a3289-778f-4e58-b01a-96b59f6ec309.jpg,dyed-resection-margins
19,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/abe78f4f-4572-4318-809a-f7d4b8133e81.jpg,retroflex-stomach
20,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/78b00631-a161-4789-af08-e007a371158e.jpg,cecum
21,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/a6469c88-9f53-4b8b-9311-ebbddbb7e8a2.jpg,dyed-lifted-polyps
22,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/18be1254-0299-45b4-be01-c8c80ea0d4cb.jpg,retroflex-stomach
23,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/08e11734-8281-4822-88e7-b03bfe10511d.jpg,esophagitis-a
24,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/2cb61e47-0e6b-4132-81e3-cb44238d6ebb.jpg,dyed-resection-margins
25,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/2c862823-89b5-44b3-bd2f-ff175175c5e5.jpg,pylorus
26,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/6bc541a3-e004-43f0-916b-5b925049988b.jpg,ulcerative-colitis-grade-1
27,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/d686a4dc-6272-4775-bbcd-e5e23c7aa882.jpg,polyps
28,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/5a1b3867-4805-4e84-8b6a-582a75ba4761.jpg,bbps-2-3
29,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/411bacb7-cc0c-489e-88f0-63e2aade336c.jpg,ulcerative-colitis-grade-2
30,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/41a3746e-9579-42a2-b410-6a4334e3add5.jpg,z-line
31,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/a2cf4d77-1a12-42dc-bfa4-508ce074b174.jpg,cecum
32,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-0-1/f094f8b9-ead0-485f-81ac-0f167bc80924.jpg,bbps-0-1
33,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/00ab5b44-ff96-42fc-bc3b-9489fcc5d488.jpg,z-line
34,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/4583013c-26bd-4436-ada2-b163b68ca7ed.jpg,bbps-2-3
35,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/d3bdfe71-8c50-4ab8-86b2-9dd2981ecdb1.jpg,polyps
36,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/aad08a6b-c8ec-4388-a543-00d550315c1d.jpg,polyps
37,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/50ddda02-4227-4781-be72-c8ca07a7720d.jpg,pylorus
38,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/2050e027-d6e2-498c-8474-72a6771afed4.jpg,polyps
39,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/c03df7e2-7185-42b2-a167-8cfe6b9efc5a.jpg,cecum
40,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/d222972c-f6c0-413c-82e1-7f83c06fe2d7.jpg,z-line
41,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/655ca91e-d29d-44c2-80c4-2ec69d00b049.jpg,cecum
42,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/95a1c90c-f46a-4e88-92b3-6393595759e3.jpg,dyed-resection-margins
43,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/9d682a0a-b34c-4ed7-8d94-2d1850a23ea7.jpg,ulcerative-colitis-grade-2
44,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/bcc0bfd2-79a6-4202-befd-31220f46c399.jpg,z-line
45,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/709cf922-42dc-401b-a6ad-13b27a1958df.jpg,cecum
46,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/7b726c72-8ecd-46b6-8b92-389a4c765cf5.jpg,retroflex-stomach
47,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/28056be0-4c9d-4b5a-87bb-4449da330383.jpg,polyps
48,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/d10e810d-a144-4f20-ac7f-f0b922dc23df.jpg,dyed-lifted-polyps
49,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/esophagitis-b-d/5dacb000-8c85-4e27-a245-092528cd6388.jpg,esophagitis-b-d
50,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/eb555b8a-67bf-4a69-817a-e5d10b168ea5.jpg,polyps
51,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/5d6b3503-4e4c-4888-8ebf-912f6119fc9c.jpg,ulcerative-colitis-grade-2-3
52,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/4c2db9ea-43bc-4572-997e-3ec84555e7f6.jpg,dyed-resection-margins
53,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/c8923ad5-d933-41a0-87b7-2fa4f1d51ee1.jpg,bbps-2-3
54,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/11f63747-8cd0-4a61-a52b-a0abba6448a8.jpg,ulcerative-colitis-grade-1
55,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/7328c0c7-5942-4bf1-8794-15faa1994ea7.jpg,ulcerative-colitis-grade-1
56,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/0b6bb18b-9098-44cb-a792-b39a10dc8fe4.jpg,esophagitis-a
57,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/8cd8e09d-b6cf-4ccb-8223-5885b97c70bc.jpg,z-line
58,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/d1b488bc-c66f-4ce4-a457-42470ef206b6.jpg,retroflex-stomach
59,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/2e5c4f2f-5922-48bb-a4d1-2dc877c516b6.jpg,dyed-lifted-polyps
60,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/2f9f9af5-88cf-4381-8b98-4996eeace9d1.jpg,dyed-lifted-polyps
61,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-0-1/427b24b6-b362-487e-86e3-98468eb9729d.jpg,bbps-0-1
62,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/8422bb6f-d3bd-4bc4-8551-f553f66ec22e.jpg,pylorus
63,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/impacted-stool/56157cd5-6cd6-4b5d-a2ab-abbf4111c7b4.jpg,impacted-stool
64,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/5a41a26c-0a5f-4b20-afd3-d6622cb6f4ff.jpg,retroflex-stomach
65,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/151fda3a-282d-4560-9a0c-c2104f5cf093.jpg,dyed-resection-margins
66,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3fc52cc0-856f-471f-a9e5-9f33a986c981.jpg,ulcerative-colitis-grade-3
67,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/30db6fc4-354f-4f2e-9876-636b6a05fd02.jpg,cecum
68,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f2c030a-2bce-4251-8e20-bd7f99a42257.jpg,cecum
69,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/f7ca4850-1a05-44f6-a1c7-ca3f7c3e2bbe.jpg,dyed-lifted-polyps
70,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/8edb3546-55a5-4b0f-8594-5525cde170b2.jpg,polyps
71,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/cc65bfe5-f536-4a63-920d-ec34a7225ca7.jpg,retroflex-stomach
72,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/4acdc4f7-c71e-4154-8825-b73962dd5850.jpg,cecum
73,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/f6d610e1-556d-4540-a8b5-14b6b576bf49.jpg,dyed-lifted-polyps
74,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/5d1fb2ea-50a6-4548-a198-ad4ab81ba406.jpg,bbps-2-3
75,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/retroflex-rectum/deb8578f-fba9-4c84-8752-fe9888cda3c8.jpg,retroflex-rectum
76,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b8c0fb7a-9890-4c8e-b0f6-8f30f71ced68.jpg,bbps-2-3
77,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/0a70bc73-5a9d-4eb2-961b-d9bbf70e9b48.jpg,dyed-resection-margins
78,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/retroflex-rectum/997a5782-4641-4e7b-95f9-160afd633720.jpg,retroflex-rectum
79,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-0-1/5e6733bf-1cca-401c-b187-fec3efbc5588.jpg,bbps-0-1
80,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/10cb7bf3-38f6-4ee4-8b3c-169760205117.jpg,dyed-resection-margins
81,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/ee400847-47ea-4dc8-addf-fe35371fad25.jpg,esophagitis-a
82,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/63bb2fa7-a030-4920-8037-f16cb82db8f7.jpg,bbps-2-3
83,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/1931b5cc-d7c0-4fe6-9ae5-9420467124c6.jpg,retroflex-stomach
84,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/a64042a0-9fa6-4f2f-8c0f-0f9c41ff129f.jpg,dyed-lifted-polyps
85,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/a9f9ebc0-3936-4e90-9e6d-e98911f6d008.jpg,retroflex-stomach
86,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/711010c6-4901-428f-b777-6de1979df07a.jpg,bbps-2-3
87,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/1b1ed845-396a-4689-a78d-4e270e04eccc.jpg,z-line
88,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/1b945088-18ab-4481-b84b-4f823b3b003e.jpg,dyed-lifted-polyps
89,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/e36710ce-76a8-4fcb-b3d5-a330c079fe0e.jpg,polyps
90,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-0-1/584a5e19-07bf-4406-82d3-20ddf594a8e0.jpg,bbps-0-1
91,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/9b85160d-bf45-4ac0-89fe-4ae8ac0cf8a8.jpg,pylorus
92,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-0-1/8a7af448-7e01-4268-9d8a-15ca6d0c7627.jpg,bbps-0-1
93,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/retroflex-rectum/19541128-a0c5-4cab-8a9c-5c9a7e795f36.jpg,retroflex-rectum
94,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/8b3a9619-4e00-444e-ac9a-e5a2e3d50041.jpg,z-line
95,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/6ff4b534-a568-45c1-9e76-66f1ed638f78.jpg,z-line
96,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/52c82ecd-8902-4d05-8899-76824c155edf.jpg,z-line
97,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/6fbd3511-a8e8-4b1c-b9b0-a4be21745631.jpg,ulcerative-colitis-grade-2-3
98,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/dfd7c0a3-5b98-4443-a63b-831aca17c1f5.jpg,bbps-2-3
99,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/esophagitis-b-d/70122fca-cf6e-47c8-81e7-73f4b47f9673.jpg,esophagitis-b-d
100,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/ad1f6512-fb7f-4525-a41e-7f59591c427f.jpg,pylorus
101,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/1e6ecca2-4c38-43a8-a325-6f8276e6452b.jpg,ulcerative-colitis-grade-1
102,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/21dd1d3a-5154-48d4-8954-818bbdec9e9f.jpg,pylorus
103,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/600c4938-51a2-429a-8285-c5f81f93b597.jpg,polyps
104,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/4d7ed552-ab06-4acc-97f2-811687cafa8c.jpg,dyed-lifted-polyps
105,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/retroflex-rectum/7a032c21-357a-4955-9a18-c0dd06e696bf.jpg,retroflex-rectum
106,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/822fe5dc-ca26-4b35-be99-45038ff31460.jpg,dyed-lifted-polyps
107,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/27420846-12b5-4c9a-8be4-802f900b028e.jpg,dyed-resection-margins
108,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/e1b9f538-2bb8-45f5-b50a-4e9fbf66cd56.jpg,dyed-lifted-polyps
109,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/56995fde-e3e9-48cd-9297-9d098ce8d248.jpg,ulcerative-colitis-grade-3
110,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/6db64a3e-dd15-4991-a3ab-c7f3308d61c7.jpg,polyps
111,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/42379052-23dc-41b5-8001-d545ad0071ba.jpg,dyed-lifted-polyps
112,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/c23210af-fdf8-4cb6-9386-e213cadbb6fc.jpg,dyed-lifted-polyps
113,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/da3c45f0-b80f-41fc-9aed-565b83524887.jpg,polyps
114,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/d205d4aa-8be2-4839-a0be-c01bfbdc094e.jpg,bbps-2-3
115,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/0f240613-55d3-4bb8-851c-2af253e972f9.jpg,pylorus
116,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/esophagitis-b-d/2c73324a-b85e-40c9-915b-cc800bd14d54.jpg,esophagitis-b-d
117,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/hemorrhoids/9b4c6d39-5302-4ce9-9f36-b616387e3e6d.jpg,hemorrhoids
118,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/c6f41f24-62db-45e6-ab53-ed6683d538b4.jpg,ulcerative-colitis-grade-2-3
119,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/4dc01627-a5c2-4535-a0df-45a8c17390d7.jpg,bbps-2-3
120,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-0-1/4c89b5e9-22e2-4b26-a8f2-a244b78f6f52.jpg,bbps-0-1
121,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/70bb4a03-e43b-41a5-8124-6f5d19db6603.jpg,bbps-2-3
122,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/8943a5b5-48dc-4a24-9d4d-dd9e039d06a1.jpg,dyed-resection-margins
123,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/154dd74f-b1a8-4973-ad34-6663bf571fe9.jpg,dyed-lifted-polyps
124,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/bb94966e-958c-490f-b85c-94833337c26a.jpg,pylorus
125,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/557ef6b7-7079-479b-a42d-2dc0fb87e594.jpg,pylorus
126,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/86a9c8fb-9f50-481b-baf8-b1f1f9b5caf3.jpg,dyed-resection-margins
127,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/ec866c04-9e01-4f8b-8759-4be24243900b.jpg,dyed-resection-margins
128,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/barretts/52ad7d62-e67c-4fdd-ac89-a8f8a7d722a2.jpg,barretts
129,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/a335def5-f5d2-4828-8b05-2590b406680b.jpg,polyps
130,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-0-1/bf510e62-fdd3-4e4e-bad9-ab4c3ec8af89.jpg,bbps-0-1
131,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/24336e74-432c-4be5-aa50-c8378cbd35fd.jpg,retroflex-stomach
132,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/49e4d23b-65ad-45ba-ad44-5ba125f92bbe.jpg,cecum
133,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/polyps/9580c55e-af74-4a22-9fa5-cdb3671717b6.jpg,polyps
134,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/d55cf974-80a9-4852-ba49-40b039523aff.jpg,pylorus
135,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a4800ed4-7f71-49bf-9488-f7ac80522e13.jpg,bbps-2-3
136,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/9aa99880-9472-404f-a286-995150365be6.jpg,dyed-lifted-polyps
137,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/9b3c2bf5-12c6-440e-9a45-25ed290b731f.jpg,pylorus
138,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/29973e0a-6d2d-4771-8300-d26e5fc502f8.jpg,ulcerative-colitis-grade-1
139,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/esophagitis-b-d/7540badf-9da4-4c94-838e-e716c8a59cec.jpg,esophagitis-b-d
140,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/impacted-stool/77d77953-b25a-49f6-a152-6b6a5434f07c.jpg,impacted-stool
141,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-0-1/9d30c6c6-692d-4de6-959c-3ddc072b0ccc.jpg,bbps-0-1
142,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/172e99c5-5fa8-47e9-b842-c67bfd9b1a1b.jpg,bbps-2-3
143,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/impacted-stool/93880ba2-e987-470f-a149-ecf1f8495c84.jpg,impacted-stool
144,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/46509f7b-8cd6-4f62-890f-0df5885f2ace.jpg,ulcerative-colitis-grade-2
145,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/c873428b-0fd3-42a4-a957-ffaed40444ab.jpg,esophagitis-a
146,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/27284026-db9a-41bc-9ba6-e59153f87c3a.jpg,dyed-lifted-polyps
147,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/8d5ff87f-90bc-4321-a6c6-8394fdbf551e.jpg,dyed-resection-margins
148,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/0a50752b-a575-4546-b50f-99e9ddb84bc4.jpg,pylorus
149,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/d36c36f2-ddf9-454e-b547-970e129e88f5.jpg,retroflex-stomach
150,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/0d9544c3-dd06-4664-b0a6-b36c49bac840.jpg,bbps-2-3
151,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/000cd4cc-0e53-46e5-ba6c-bdcdb8e5b20e.jpg,pylorus
152,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/7a861823-2249-41b3-ae7d-0b91177a2de0.jpg,z-line
153,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/dab55226-6efa-41d2-a12e-729580baa354.jpg,dyed-resection-margins
154,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/retroflex-stomach/18dc66b0-7157-497b-82e9-1747ca3cd53a.jpg,retroflex-stomach
155,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/dd7df372-5cd2-43ba-a713-3a0788e5c5d3.jpg,ulcerative-colitis-grade-3
156,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/ecfff0a0-235b-4aef-b732-0c594e9355b6.jpg,dyed-lifted-polyps
157,hyper_kvasir/labeled-images/lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/f79b4b2c-7fd1-4951-bb1c-77754523d6e7.jpg,ulcerative-colitis-grade-1
158,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/z-line/e94255b0-8e09-4c6f-9533-59099169ee44.jpg,z-line
159,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-resection-margins/661716b3-ae39-4d80-978d-d2d85c467c54.jpg,dyed-resection-margins
160,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/76c93ecb-b76e-4eaf-93ac-265df9eb344e.jpg,pylorus
161,hyper_kvasir/labeled-images/lower-gi-tract/anatomical-landmarks/cecum/1f0b388d-dc9b-44c1-a2ed-b0fd6c792b67.jpg,cecum
162,hyper_kvasir/labeled-images/lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/9670e501-5602-4a9b-ad70-1a00c132b4b0.jpg,dyed-lifted-polyps
163,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/54db57f2-e971-43a4-9e99-b12ef29b60b3.jpg,bbps-2-3
164,hyper_kvasir/labeled-images/upper-gi-tract/anatomical-landmarks/pylorus/1d0d4243-e217-46a4-8bc2-da88e2a3b343.jpg,pylorus
165,hyper_kvasir/labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/0b12df51-1450-4882-8844-4756e5914571.jpg,esophagitis-a
166,hyper_kvasir/labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/9ecf71fe-5d46-4437-8f3b-9bc7102961e1.jpg,bbps-2-3
