,image,label
30,ISIC_2019_Training_Input/ISIC_0031566.jpg,NV
31,ISIC_2019_Training_Input/ISIC_0024530.jpg,NV
32,ISIC_2019_Training_Input/ISIC_0024355.jpg,NV
33,ISIC_2019_Training_Input/ISIC_0024761.jpg,BKL
34,ISIC_2019_Training_Input/ISIC_0061749.jpg,NV
35,ISIC_2019_Training_Input/ISIC_0030980.jpg,NV
36,ISIC_2019_Training_Input/ISIC_0032771.jpg,NV
37,ISIC_2019_Training_Input/ISIC_0072805.jpg,BCC
38,ISIC_2019_Training_Input/ISIC_0025702.jpg,NV
39,ISIC_2019_Training_Input/ISIC_0024506.jpg,NV
40,ISIC_2019_Training_Input/ISIC_0054911.jpg,BKL
41,ISIC_2019_Training_Input/ISIC_0010566.jpg,NV
42,ISIC_2019_Training_Input/ISIC_0032359.jpg,BKL
43,ISIC_2019_Training_Input/ISIC_0059229.jpg,MEL
44,ISIC_2019_Training_Input/ISIC_0061105.jpg,BCC
45,ISIC_2019_Training_Input/ISIC_0034083.jpg,NV
46,ISIC_2019_Training_Input/ISIC_0014099_downsampled.jpg,MEL
47,ISIC_2019_Training_Input/ISIC_0015015_downsampled.jpg,NV
48,ISIC_2019_Training_Input/ISIC_0056990.jpg,BCC
49,ISIC_2019_Training_Input/ISIC_0031750.jpg,NV
50,ISIC_2019_Training_Input/ISIC_0063175.jpg,AK
51,ISIC_2019_Training_Input/ISIC_0067637.jpg,NV
52,ISIC_2019_Training_Input/ISIC_0071997.jpg,MEL
53,ISIC_2019_Training_Input/ISIC_0055861.jpg,BCC
54,ISIC_2019_Training_Input/ISIC_0026136.jpg,NV
55,ISIC_2019_Training_Input/ISIC_0027967.jpg,BKL
56,ISIC_2019_Training_Input/ISIC_0033619.jpg,MEL
57,ISIC_2019_Training_Input/ISIC_0024640.jpg,MEL
58,ISIC_2019_Training_Input/ISIC_0033930.jpg,NV
59,ISIC_2019_Training_Input/ISIC_0026468.jpg,AK
60,ISIC_2019_Training_Input/ISIC_0015279_downsampled.jpg,NV
61,ISIC_2019_Training_Input/ISIC_0053851.jpg,NV
62,ISIC_2019_Training_Input/ISIC_0033381.jpg,NV
63,ISIC_2019_Training_Input/ISIC_0030592.jpg,NV
64,ISIC_2019_Training_Input/ISIC_0054227.jpg,BCC
65,ISIC_2019_Training_Input/ISIC_0073033.jpg,BCC
66,ISIC_2019_Training_Input/ISIC_0025364.jpg,NV
67,ISIC_2019_Training_Input/ISIC_0065992.jpg,AK
68,ISIC_2019_Training_Input/ISIC_0060310.jpg,BCC
69,ISIC_2019_Training_Input/ISIC_0073125.jpg,NV
70,ISIC_2019_Training_Input/ISIC_0026673.jpg,NV
71,ISIC_2019_Training_Input/ISIC_0010552.jpg,NV
72,ISIC_2019_Training_Input/ISIC_0062458.jpg,MEL
73,ISIC_2019_Training_Input/ISIC_0071391.jpg,NV
74,ISIC_2019_Training_Input/ISIC_0027664.jpg,NV
75,ISIC_2019_Training_Input/ISIC_0000353.jpg,NV
76,ISIC_2019_Training_Input/ISIC_0012777_downsampled.jpg,NV
77,ISIC_2019_Training_Input/ISIC_0069065.jpg,MEL
78,ISIC_2019_Training_Input/ISIC_0029316.jpg,MEL
79,ISIC_2019_Training_Input/ISIC_0064205.jpg,NV
80,ISIC_2019_Training_Input/ISIC_0062061.jpg,NV
81,ISIC_2019_Training_Input/ISIC_0054993.jpg,BCC
82,ISIC_2019_Training_Input/ISIC_0063516.jpg,NV
83,ISIC_2019_Training_Input/ISIC_0014222_downsampled.jpg,MEL
84,ISIC_2019_Training_Input/ISIC_0058588.jpg,NV
85,ISIC_2019_Training_Input/ISIC_0070505.jpg,AK
86,ISIC_2019_Training_Input/ISIC_0062772.jpg,NV
87,ISIC_2019_Training_Input/ISIC_0014933_downsampled.jpg,NV
88,ISIC_2019_Training_Input/ISIC_0030394.jpg,BKL
89,ISIC_2019_Training_Input/ISIC_0063311.jpg,BKL
90,ISIC_2019_Training_Input/ISIC_0065110.jpg,MEL
91,ISIC_2019_Training_Input/ISIC_0063371.jpg,BKL
92,ISIC_2019_Training_Input/ISIC_0031584.jpg,BKL
93,ISIC_2019_Training_Input/ISIC_0059393.jpg,BCC
94,ISIC_2019_Training_Input/ISIC_0031952.jpg,NV
95,ISIC_2019_Training_Input/ISIC_0025622.jpg,DF
96,ISIC_2019_Training_Input/ISIC_0029002.jpg,SCC
97,ISIC_2019_Training_Input/ISIC_0030590.jpg,NV
98,ISIC_2019_Training_Input/ISIC_0064428.jpg,MEL
99,ISIC_2019_Training_Input/ISIC_0015193_downsampled.jpg,MEL
100,ISIC_2019_Training_Input/ISIC_0065391.jpg,BCC
101,ISIC_2019_Training_Input/ISIC_0025603.jpg,MEL
102,ISIC_2019_Training_Input/ISIC_0063542.jpg,BKL
103,ISIC_2019_Training_Input/ISIC_0067149.jpg,NV
104,ISIC_2019_Training_Input/ISIC_0059504.jpg,DF
105,ISIC_2019_Training_Input/ISIC_0073140.jpg,BKL
106,ISIC_2019_Training_Input/ISIC_0029870.jpg,NV
107,ISIC_2019_Training_Input/ISIC_0066321.jpg,NV
108,ISIC_2019_Training_Input/ISIC_0029015.jpg,NV
109,ISIC_2019_Training_Input/ISIC_0034212.jpg,NV
110,ISIC_2019_Training_Input/ISIC_0065212.jpg,BCC
111,ISIC_2019_Training_Input/ISIC_0066778.jpg,NV
112,ISIC_2019_Training_Input/ISIC_0072522.jpg,MEL
113,ISIC_2019_Training_Input/ISIC_0066383.jpg,NV
114,ISIC_2019_Training_Input/ISIC_0065772.jpg,BKL
115,ISIC_2019_Training_Input/ISIC_0032194.jpg,BCC
116,ISIC_2019_Training_Input/ISIC_0061611.jpg,VASC
117,ISIC_2019_Training_Input/ISIC_0059804.jpg,MEL
118,ISIC_2019_Training_Input/ISIC_0025391.jpg,MEL
119,ISIC_2019_Training_Input/ISIC_0026577.jpg,NV
120,ISIC_2019_Training_Input/ISIC_0071880.jpg,NV
121,ISIC_2019_Training_Input/ISIC_0067166.jpg,VASC
122,ISIC_2019_Training_Input/ISIC_0071003.jpg,BCC
123,ISIC_2019_Training_Input/ISIC_0062063.jpg,MEL
124,ISIC_2019_Training_Input/ISIC_0032036.jpg,MEL
125,ISIC_2019_Training_Input/ISIC_0062608.jpg,AK
126,ISIC_2019_Training_Input/ISIC_0025366.jpg,BKL
127,ISIC_2019_Training_Input/ISIC_0056261.jpg,MEL
128,ISIC_2019_Training_Input/ISIC_0065195.jpg,MEL
129,ISIC_2019_Training_Input/ISIC_0067444.jpg,NV
130,ISIC_2019_Training_Input/ISIC_0070044.jpg,NV
131,ISIC_2019_Training_Input/ISIC_0063981.jpg,MEL
132,ISIC_2019_Training_Input/ISIC_0071863.jpg,NV
133,ISIC_2019_Training_Input/ISIC_0062814.jpg,AK
134,ISIC_2019_Training_Input/ISIC_0057979.jpg,BCC
135,ISIC_2019_Training_Input/ISIC_0011163.jpg,MEL
136,ISIC_2019_Training_Input/ISIC_0058084.jpg,BCC
137,ISIC_2019_Training_Input/ISIC_0032181.jpg,NV
138,ISIC_2019_Training_Input/ISIC_0072134.jpg,BCC
139,ISIC_2019_Training_Input/ISIC_0063997.jpg,NV
140,ISIC_2019_Training_Input/ISIC_0072852.jpg,BCC
141,ISIC_2019_Training_Input/ISIC_0067335.jpg,MEL
142,ISIC_2019_Training_Input/ISIC_0068009.jpg,NV
143,ISIC_2019_Training_Input/ISIC_0068152.jpg,MEL
144,ISIC_2019_Training_Input/ISIC_0026636.jpg,NV
145,ISIC_2019_Training_Input/ISIC_0072056.jpg,NV
146,ISIC_2019_Training_Input/ISIC_0057014.jpg,NV
147,ISIC_2019_Training_Input/ISIC_0033498.jpg,MEL
148,ISIC_2019_Training_Input/ISIC_0054174.jpg,SCC
149,ISIC_2019_Training_Input/ISIC_0056185.jpg,MEL
150,ISIC_2019_Training_Input/ISIC_0070961.jpg,MEL
151,ISIC_2019_Training_Input/ISIC_0029025.jpg,AK
152,ISIC_2019_Training_Input/ISIC_0012683_downsampled.jpg,NV
153,ISIC_2019_Training_Input/ISIC_0028169.jpg,NV
154,ISIC_2019_Training_Input/ISIC_0069425.jpg,BKL
155,ISIC_2019_Training_Input/ISIC_0063363.jpg,SCC
156,ISIC_2019_Training_Input/ISIC_0058400.jpg,BKL
157,ISIC_2019_Training_Input/ISIC_0069090.jpg,NV
158,ISIC_2019_Training_Input/ISIC_0031924.jpg,NV
159,ISIC_2019_Training_Input/ISIC_0010321.jpg,MEL
160,ISIC_2019_Training_Input/ISIC_0071202.jpg,SCC
161,ISIC_2019_Training_Input/ISIC_0059301.jpg,MEL
162,ISIC_2019_Training_Input/ISIC_0031706.jpg,VASC
163,ISIC_2019_Training_Input/ISIC_0024428.jpg,NV
164,ISIC_2019_Training_Input/ISIC_0057953.jpg,MEL
165,ISIC_2019_Training_Input/ISIC_0062236.jpg,BCC
166,ISIC_2019_Training_Input/ISIC_0026961.jpg,BKL
167,ISIC_2019_Training_Input/ISIC_0026573.jpg,NV
168,ISIC_2019_Training_Input/ISIC_0028270.jpg,NV
169,ISIC_2019_Training_Input/ISIC_0026955.jpg,BKL
170,ISIC_2019_Training_Input/ISIC_0066414.jpg,BCC
171,ISIC_2019_Training_Input/ISIC_0025727.jpg,NV
172,ISIC_2019_Training_Input/ISIC_0030512.jpg,MEL
173,ISIC_2019_Training_Input/ISIC_0027318.jpg,NV
174,ISIC_2019_Training_Input/ISIC_0070340.jpg,NV
175,ISIC_2019_Training_Input/ISIC_0000135_downsampled.jpg,NV
176,ISIC_2019_Training_Input/ISIC_0057753.jpg,MEL
177,ISIC_2019_Training_Input/ISIC_0055681.jpg,BCC
178,ISIC_2019_Training_Input/ISIC_0028190.jpg,AK
179,ISIC_2019_Training_Input/ISIC_0026046.jpg,BKL
180,ISIC_2019_Training_Input/ISIC_0032374.jpg,NV
181,ISIC_2019_Training_Input/ISIC_0033226.jpg,MEL
182,ISIC_2019_Training_Input/ISIC_0025573.jpg,MEL
183,ISIC_2019_Training_Input/ISIC_0058886.jpg,NV
184,ISIC_2019_Training_Input/ISIC_0072153.jpg,BKL
185,ISIC_2019_Training_Input/ISIC_0025209.jpg,BKL
186,ISIC_2019_Training_Input/ISIC_0067290.jpg,NV
187,ISIC_2019_Training_Input/ISIC_0028954.jpg,NV
188,ISIC_2019_Training_Input/ISIC_0064028.jpg,NV
189,ISIC_2019_Training_Input/ISIC_0028835.jpg,NV
190,ISIC_2019_Training_Input/ISIC_0067177.jpg,AK
191,ISIC_2019_Training_Input/ISIC_0057877.jpg,NV
192,ISIC_2019_Training_Input/ISIC_0026574.jpg,BCC
193,ISIC_2019_Training_Input/ISIC_0024397.jpg,NV
194,ISIC_2019_Training_Input/ISIC_0028221.jpg,NV
195,ISIC_2019_Training_Input/ISIC_0025380.jpg,NV
196,ISIC_2019_Training_Input/ISIC_0072331.jpg,NV
197,ISIC_2019_Training_Input/ISIC_0031911.jpg,NV
198,ISIC_2019_Training_Input/ISIC_0024962.jpg,MEL
199,ISIC_2019_Training_Input/ISIC_0015969_downsampled.jpg,NV
200,ISIC_2019_Training_Input/ISIC_0055853.jpg,NV
201,ISIC_2019_Training_Input/ISIC_0033192.jpg,MEL
202,ISIC_2019_Training_Input/ISIC_0057044.jpg,MEL
203,ISIC_2019_Training_Input/ISIC_0063472.jpg,NV
204,ISIC_2019_Training_Input/ISIC_0068354.jpg,AK
205,ISIC_2019_Training_Input/ISIC_0031816.jpg,NV
206,ISIC_2019_Training_Input/ISIC_0071194.jpg,NV
207,ISIC_2019_Training_Input/ISIC_0060687.jpg,BCC
208,ISIC_2019_Training_Input/ISIC_0062454.jpg,MEL
209,ISIC_2019_Training_Input/ISIC_0068935.jpg,NV
210,ISIC_2019_Training_Input/ISIC_0024624.jpg,MEL
211,ISIC_2019_Training_Input/ISIC_0070352.jpg,MEL
212,ISIC_2019_Training_Input/ISIC_0014527_downsampled.jpg,MEL
213,ISIC_2019_Training_Input/ISIC_0058507.jpg,BKL
214,ISIC_2019_Training_Input/ISIC_0030723.jpg,BKL
215,ISIC_2019_Training_Input/ISIC_0061403.jpg,NV
216,ISIC_2019_Training_Input/ISIC_0030372.jpg,BKL
217,ISIC_2019_Training_Input/ISIC_0070096.jpg,BCC
218,ISIC_2019_Training_Input/ISIC_0030015.jpg,DF
219,ISIC_2019_Training_Input/ISIC_0055305.jpg,NV
220,ISIC_2019_Training_Input/ISIC_0054559.jpg,NV
221,ISIC_2019_Training_Input/ISIC_0072114.jpg,SCC
222,ISIC_2019_Training_Input/ISIC_0026140.jpg,NV
223,ISIC_2019_Training_Input/ISIC_0024360.jpg,BCC
224,ISIC_2019_Training_Input/ISIC_0010317.jpg,NV
225,ISIC_2019_Training_Input/ISIC_0025588.jpg,NV
226,ISIC_2019_Training_Input/ISIC_0063663.jpg,NV
227,ISIC_2019_Training_Input/ISIC_0028260.jpg,NV
228,ISIC_2019_Training_Input/ISIC_0032562.jpg,NV
229,ISIC_2019_Training_Input/ISIC_0033490.jpg,BKL
230,ISIC_2019_Training_Input/ISIC_0059812.jpg,NV
231,ISIC_2019_Training_Input/ISIC_0059239.jpg,NV
232,ISIC_2019_Training_Input/ISIC_0028583.jpg,BCC
233,ISIC_2019_Training_Input/ISIC_0025786.jpg,NV
234,ISIC_2019_Training_Input/ISIC_0032495.jpg,NV
235,ISIC_2019_Training_Input/ISIC_0032040.jpg,BKL
236,ISIC_2019_Training_Input/ISIC_0027881.jpg,NV
237,ISIC_2019_Training_Input/ISIC_0062483.jpg,NV
238,ISIC_2019_Training_Input/ISIC_0026664.jpg,MEL
239,ISIC_2019_Training_Input/ISIC_0032336.jpg,NV
240,ISIC_2019_Training_Input/ISIC_0032988.jpg,MEL
241,ISIC_2019_Training_Input/ISIC_0025192.jpg,NV
242,ISIC_2019_Training_Input/ISIC_0059559.jpg,BCC
243,ISIC_2019_Training_Input/ISIC_0057334.jpg,BCC
244,ISIC_2019_Training_Input/ISIC_0031873.jpg,NV
245,ISIC_2019_Training_Input/ISIC_0014647_downsampled.jpg,BKL
246,ISIC_2019_Training_Input/ISIC_0026224.jpg,NV
247,ISIC_2019_Training_Input/ISIC_0067699.jpg,MEL
248,ISIC_2019_Training_Input/ISIC_0032998.jpg,NV
249,ISIC_2019_Training_Input/ISIC_0025838.jpg,BKL
250,ISIC_2019_Training_Input/ISIC_0066090.jpg,BCC
251,ISIC_2019_Training_Input/ISIC_0032941.jpg,DF
252,ISIC_2019_Training_Input/ISIC_0031744.jpg,NV
253,ISIC_2019_Training_Input/ISIC_0030106.jpg,MEL
254,ISIC_2019_Training_Input/ISIC_0025452.jpg,VASC
255,ISIC_2019_Training_Input/ISIC_0015364_downsampled.jpg,NV
256,ISIC_2019_Training_Input/ISIC_0073112.jpg,DF
257,ISIC_2019_Training_Input/ISIC_0033942.jpg,MEL
258,ISIC_2019_Training_Input/ISIC_0063815.jpg,NV
259,ISIC_2019_Training_Input/ISIC_0025723.jpg,NV
260,ISIC_2019_Training_Input/ISIC_0025316.jpg,MEL
261,ISIC_2019_Training_Input/ISIC_0066221.jpg,BCC
262,ISIC_2019_Training_Input/ISIC_0026383.jpg,NV
263,ISIC_2019_Training_Input/ISIC_0034305.jpg,NV
264,ISIC_2019_Training_Input/ISIC_0025927.jpg,MEL
265,ISIC_2019_Training_Input/ISIC_0033996.jpg,NV
266,ISIC_2019_Training_Input/ISIC_0010336.jpg,NV
267,ISIC_2019_Training_Input/ISIC_0067484.jpg,NV
268,ISIC_2019_Training_Input/ISIC_0057674.jpg,NV
269,ISIC_2019_Training_Input/ISIC_0059473.jpg,MEL
270,ISIC_2019_Training_Input/ISIC_0014936_downsampled.jpg,NV
271,ISIC_2019_Training_Input/ISIC_0068344.jpg,NV
272,ISIC_2019_Training_Input/ISIC_0064565.jpg,NV
273,ISIC_2019_Training_Input/ISIC_0059807.jpg,NV
274,ISIC_2019_Training_Input/ISIC_0072111.jpg,MEL
275,ISIC_2019_Training_Input/ISIC_0012316_downsampled.jpg,NV
276,ISIC_2019_Training_Input/ISIC_0054881.jpg,BCC
277,ISIC_2019_Training_Input/ISIC_0058223.jpg,BCC
278,ISIC_2019_Training_Input/ISIC_0062111.jpg,MEL
279,ISIC_2019_Training_Input/ISIC_0015386_downsampled.jpg,NV
280,ISIC_2019_Training_Input/ISIC_0069153.jpg,BCC
281,ISIC_2019_Training_Input/ISIC_0064624.jpg,AK
282,ISIC_2019_Training_Input/ISIC_0027219.jpg,BKL
283,ISIC_2019_Training_Input/ISIC_0031041.jpg,BCC
284,ISIC_2019_Training_Input/ISIC_0030334.jpg,NV
285,ISIC_2019_Training_Input/ISIC_0033374.jpg,NV
286,ISIC_2019_Training_Input/ISIC_0058593.jpg,AK
287,ISIC_2019_Training_Input/ISIC_0024418.jpg,SCC
288,ISIC_2019_Training_Input/ISIC_0063362.jpg,MEL
289,ISIC_2019_Training_Input/ISIC_0000461.jpg,NV
290,ISIC_2019_Training_Input/ISIC_0031410.jpg,MEL
291,ISIC_2019_Training_Input/ISIC_0026996.jpg,MEL
292,ISIC_2019_Training_Input/ISIC_0072834.jpg,BKL
293,ISIC_2019_Training_Input/ISIC_0030131.jpg,NV
294,ISIC_2019_Training_Input/ISIC_0056458.jpg,NV
295,ISIC_2019_Training_Input/ISIC_0054122.jpg,BCC
296,ISIC_2019_Training_Input/ISIC_0032499.jpg,NV
297,ISIC_2019_Training_Input/ISIC_0057870.jpg,MEL
298,ISIC_2019_Training_Input/ISIC_0055914.jpg,BCC
299,ISIC_2019_Training_Input/ISIC_0000520_downsampled.jpg,MEL
300,ISIC_2019_Training_Input/ISIC_0063806.jpg,BCC
301,ISIC_2019_Training_Input/ISIC_0028361.jpg,MEL
302,ISIC_2019_Training_Input/ISIC_0072802.jpg,NV
303,ISIC_2019_Training_Input/ISIC_0001286_downsampled.jpg,NV
304,ISIC_2019_Training_Input/ISIC_0031813.jpg,NV
305,ISIC_2019_Training_Input/ISIC_0069125.jpg,AK
306,ISIC_2019_Training_Input/ISIC_0071198.jpg,BCC
307,ISIC_2019_Training_Input/ISIC_0065525.jpg,MEL
308,ISIC_2019_Training_Input/ISIC_0029831.jpg,BCC
309,ISIC_2019_Training_Input/ISIC_0061397.jpg,BCC
310,ISIC_2019_Training_Input/ISIC_0056071.jpg,AK
311,ISIC_2019_Training_Input/ISIC_0069459.jpg,MEL
312,ISIC_2019_Training_Input/ISIC_0031603.jpg,NV
313,ISIC_2019_Training_Input/ISIC_0069032.jpg,BCC
314,ISIC_2019_Training_Input/ISIC_0027835.jpg,NV
315,ISIC_2019_Training_Input/ISIC_0000140_downsampled.jpg,MEL
316,ISIC_2019_Training_Input/ISIC_0055097.jpg,BKL
317,ISIC_2019_Training_Input/ISIC_0034136.jpg,NV
318,ISIC_2019_Training_Input/ISIC_0026979.jpg,NV
319,ISIC_2019_Training_Input/ISIC_0025718.jpg,BCC
320,ISIC_2019_Training_Input/ISIC_0055291.jpg,BCC
321,ISIC_2019_Training_Input/ISIC_0066109.jpg,MEL
322,ISIC_2019_Training_Input/ISIC_0054640.jpg,NV
323,ISIC_2019_Training_Input/ISIC_0056565.jpg,NV
324,ISIC_2019_Training_Input/ISIC_0011295.jpg,MEL
325,ISIC_2019_Training_Input/ISIC_0057793.jpg,NV
326,ISIC_2019_Training_Input/ISIC_0000132_downsampled.jpg,NV
327,ISIC_2019_Training_Input/ISIC_0031132.jpg,BKL
328,ISIC_2019_Training_Input/ISIC_0067797.jpg,NV
329,ISIC_2019_Training_Input/ISIC_0028871.jpg,BCC
330,ISIC_2019_Training_Input/ISIC_0057903.jpg,BCC
331,ISIC_2019_Training_Input/ISIC_0029626.jpg,NV
332,ISIC_2019_Training_Input/ISIC_0054342.jpg,SCC
333,ISIC_2019_Training_Input/ISIC_0054831.jpg,NV
334,ISIC_2019_Training_Input/ISIC_0024497.jpg,NV
335,ISIC_2019_Training_Input/ISIC_0063369.jpg,MEL
336,ISIC_2019_Training_Input/ISIC_0024800.jpg,AK
337,ISIC_2019_Training_Input/ISIC_0056887.jpg,BCC
338,ISIC_2019_Training_Input/ISIC_0012788_downsampled.jpg,NV
339,ISIC_2019_Training_Input/ISIC_0062944.jpg,MEL
340,ISIC_2019_Training_Input/ISIC_0058063.jpg,MEL
341,ISIC_2019_Training_Input/ISIC_0072917.jpg,MEL
342,ISIC_2019_Training_Input/ISIC_0066853.jpg,NV
343,ISIC_2019_Training_Input/ISIC_0010592.jpg,NV
344,ISIC_2019_Training_Input/ISIC_0066600.jpg,MEL
345,ISIC_2019_Training_Input/ISIC_0033572.jpg,NV
346,ISIC_2019_Training_Input/ISIC_0055285.jpg,NV
347,ISIC_2019_Training_Input/ISIC_0065329.jpg,AK
348,ISIC_2019_Training_Input/ISIC_0067925.jpg,NV
349,ISIC_2019_Training_Input/ISIC_0032305.jpg,NV
350,ISIC_2019_Training_Input/ISIC_0062571.jpg,BKL
351,ISIC_2019_Training_Input/ISIC_0028799.jpg,NV
352,ISIC_2019_Training_Input/ISIC_0056146.jpg,BCC
353,ISIC_2019_Training_Input/ISIC_0053761.jpg,MEL
354,ISIC_2019_Training_Input/ISIC_0070227.jpg,MEL
355,ISIC_2019_Training_Input/ISIC_0014723_downsampled.jpg,BKL
356,ISIC_2019_Training_Input/ISIC_0025784.jpg,NV
357,ISIC_2019_Training_Input/ISIC_0072536.jpg,NV
358,ISIC_2019_Training_Input/ISIC_0014811_downsampled.jpg,BKL
359,ISIC_2019_Training_Input/ISIC_0067780.jpg,BCC
360,ISIC_2019_Training_Input/ISIC_0027207.jpg,NV
361,ISIC_2019_Training_Input/ISIC_0061476.jpg,BKL
362,ISIC_2019_Training_Input/ISIC_0064475.jpg,NV
363,ISIC_2019_Training_Input/ISIC_0032097.jpg,NV
364,ISIC_2019_Training_Input/ISIC_0059905.jpg,MEL
365,ISIC_2019_Training_Input/ISIC_0057089.jpg,MEL
366,ISIC_2019_Training_Input/ISIC_0058543.jpg,SCC
367,ISIC_2019_Training_Input/ISIC_0063655.jpg,MEL
368,ISIC_2019_Training_Input/ISIC_0061946.jpg,BCC
369,ISIC_2019_Training_Input/ISIC_0060106.jpg,NV
370,ISIC_2019_Training_Input/ISIC_0025045.jpg,NV
371,ISIC_2019_Training_Input/ISIC_0029327.jpg,NV
372,ISIC_2019_Training_Input/ISIC_0000039_downsampled.jpg,NV
373,ISIC_2019_Training_Input/ISIC_0059886.jpg,AK
374,ISIC_2019_Training_Input/ISIC_0025043.jpg,NV
375,ISIC_2019_Training_Input/ISIC_0027315.jpg,NV
376,ISIC_2019_Training_Input/ISIC_0027740.jpg,NV
377,ISIC_2019_Training_Input/ISIC_0071218.jpg,MEL
378,ISIC_2019_Training_Input/ISIC_0067818.jpg,BCC
379,ISIC_2019_Training_Input/ISIC_0065644.jpg,MEL
380,ISIC_2019_Training_Input/ISIC_0014032_downsampled.jpg,BKL
381,ISIC_2019_Training_Input/ISIC_0012692_downsampled.jpg,NV
382,ISIC_2019_Training_Input/ISIC_0068598.jpg,BCC
383,ISIC_2019_Training_Input/ISIC_0033817.jpg,VASC
384,ISIC_2019_Training_Input/ISIC_0029144.jpg,NV
385,ISIC_2019_Training_Input/ISIC_0002885_downsampled.jpg,NV
386,ISIC_2019_Training_Input/ISIC_0025734.jpg,NV
387,ISIC_2019_Training_Input/ISIC_0014667_downsampled.jpg,NV
388,ISIC_2019_Training_Input/ISIC_0068177.jpg,BCC
389,ISIC_2019_Training_Input/ISIC_0060741.jpg,MEL
390,ISIC_2019_Training_Input/ISIC_0027230.jpg,NV
391,ISIC_2019_Training_Input/ISIC_0062353.jpg,NV
392,ISIC_2019_Training_Input/ISIC_0026198.jpg,NV
393,ISIC_2019_Training_Input/ISIC_0025228.jpg,NV
394,ISIC_2019_Training_Input/ISIC_0059352.jpg,NV
395,ISIC_2019_Training_Input/ISIC_0055686.jpg,AK
396,ISIC_2019_Training_Input/ISIC_0032761.jpg,NV
397,ISIC_2019_Training_Input/ISIC_0034285.jpg,NV
398,ISIC_2019_Training_Input/ISIC_0065351.jpg,MEL
399,ISIC_2019_Training_Input/ISIC_0072077.jpg,MEL
400,ISIC_2019_Training_Input/ISIC_0033155.jpg,NV
401,ISIC_2019_Training_Input/ISIC_0058655.jpg,MEL
402,ISIC_2019_Training_Input/ISIC_0016007_downsampled.jpg,NV
403,ISIC_2019_Training_Input/ISIC_0064480.jpg,BKL
404,ISIC_2019_Training_Input/ISIC_0029546.jpg,BCC
405,ISIC_2019_Training_Input/ISIC_0066256.jpg,BKL
406,ISIC_2019_Training_Input/ISIC_0068126.jpg,NV
407,ISIC_2019_Training_Input/ISIC_0068664.jpg,SCC
408,ISIC_2019_Training_Input/ISIC_0027908.jpg,NV
409,ISIC_2019_Training_Input/ISIC_0025563.jpg,NV
410,ISIC_2019_Training_Input/ISIC_0032055.jpg,NV
411,ISIC_2019_Training_Input/ISIC_0055460.jpg,MEL
412,ISIC_2019_Training_Input/ISIC_0059276.jpg,NV
413,ISIC_2019_Training_Input/ISIC_0069755.jpg,AK
414,ISIC_2019_Training_Input/ISIC_0054662.jpg,BCC
415,ISIC_2019_Training_Input/ISIC_0014074_downsampled.jpg,BKL
416,ISIC_2019_Training_Input/ISIC_0054552.jpg,BCC
417,ISIC_2019_Training_Input/ISIC_0062463.jpg,MEL
418,ISIC_2019_Training_Input/ISIC_0053915.jpg,NV
419,ISIC_2019_Training_Input/ISIC_0000275.jpg,NV
420,ISIC_2019_Training_Input/ISIC_0000062_downsampled.jpg,NV
421,ISIC_2019_Training_Input/ISIC_0061154.jpg,AK
422,ISIC_2019_Training_Input/ISIC_0028606.jpg,NV
423,ISIC_2019_Training_Input/ISIC_0055459.jpg,MEL
424,ISIC_2019_Training_Input/ISIC_0012726_downsampled.jpg,NV
